"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"718",718,20,"3",80,10000,"1","0","3","3","0","4","0","16","2","2","0","2",5,6,1973,2000,"1","1","6","6","2",0,"3","4","1","3","4","4","1",1084,"6",0,92,1176,"1","2","1","4",1178,0,0,1178,0,1,1,1,3,1,"2",5,"6",1,"2","1",1973,"3",2,439,"5","5","2",224,0,0,0,0,0,"0","3","0",0,11,2008,"8","4",157000
"719",719,60,"3",96,10542,"1","0","3","3","0","4","0","13","2","2","0","5",7,5,1993,1994,"3","1","13","7","1",651,"2","4","2","3","4","2","3",1173,"6",0,138,1311,"1","0","1","4",1325,1093,0,2418,1,0,2,1,3,1,"2",9,"6",1,"5","1",1993,"2",3,983,"5","5","2",250,154,216,0,0,0,"0","0","0",0,8,2008,"8","4",341000
"720",720,20,"3",69,9920,"1","0","0","3","0","4","0","5","2","2","0","2",5,6,1969,1969,"1","1","6","10","2",0,"3","4","1","3","4","2","0",523,"6",0,448,971,"1","4","1","4",971,0,0,971,0,0,1,1,3,1,"3",5,"6",1,"4","1",1969,"3",1,300,"5","5","2",0,0,0,0,0,0,"0","0","0",0,5,2006,"8","4",128500
"723",723,20,"3",70,8120,"1","0","3","3","0","4","0","12","2","2","0","2",4,7,1970,1970,"1","1","8","8","2",0,"3","2","1","4","4","4","0",191,"6",0,673,864,"1","0","1","4",864,0,0,864,0,0,1,0,3,1,"3",5,"6",0,"0","5",1994,"3",2,463,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2009,"8","4",124500
"724",724,50,"3",60,8172,"1","0","3","3","0","4","0","7","2","2","0","0",4,6,1954,1972,"1","1","8","8","2",0,"3","4","2","4","4","4","6",0,"6",0,941,941,"1","0","1","4",997,473,0,1470,0,0,2,0,4,1,"3",7,"6",0,"0","5",1958,"3",1,548,"5","5","2",0,0,0,0,156,0,"0","0","0",0,5,2008,"8","4",135000
"725",725,20,"3",86,13286,"1","0","0","3","0","4","0","7","2","2","0","2",9,5,2007,2008,"3","1","5","5","3",340,"0","4","2","1","4","4","3",1234,"6",0,464,1698,"1","0","1","4",1698,0,0,1698,1,0,2,0,3,1,"0",8,"6",1,"3","1",2007,"1",3,768,"5","5","2",327,64,0,0,0,0,"0","0","0",0,2,2009,"8","4",320000
"726",726,20,"3",60,6960,"1","0","3","3","0","4","0","12","2","2","0","2",4,6,1970,1970,"1","1","6","10","2",0,"3","4","1","4","4","4","0",375,"1",239,250,864,"1","4","1","4",864,0,0,864,0,0,1,0,3,1,"2",5,"6",0,"0","5",1989,"3",2,660,"5","5","2",96,0,0,0,0,0,"0","0","3",500,11,2009,"8","4",120500
"728",728,20,"3",64,7314,"1","0","3","3","0","4","0","5","2","2","0","2",7,5,2007,2007,"1","1","12","13","3",82,"2","4","2","3","4","0","3",724,"6",0,508,1232,"1","0","1","4",1232,0,0,1232,1,0,2,0,2,1,"2",6,"6",0,"0","1",2007,"2",2,632,"5","5","2",132,0,0,0,0,0,"0","0","0",0,2,2009,"8","4",194500
"729",729,90,"3",85,11475,"1","0","3","3","0","0","0","12","2","2","2","2",5,5,1958,1958,"1","1","12","13","1",95,"3","4","1","4","4","4","6",0,"6",0,1584,1584,"1","4","1","4",1776,0,0,1776,1,0,2,0,4,2,"3",9,"6",0,"0","5",1968,"3",3,888,"5","5","2",0,25,0,0,0,0,"0","0","0",0,7,2009,"0","0",110000
"730",730,30,"4",52,6240,"1","1","3","3","0","4","0","9","2","2","0","0",4,5,1925,1950,"1","1","8","8","2",0,"3","4","1","4","4","4","1",152,"6",0,628,780,"1","4","1","0",848,0,360,1208,0,0,1,0,2,1,"3",5,"6",0,"0","5",1962,"3",2,539,"5","5","2",0,23,112,0,0,0,"0","0","0",0,1,2009,"8","4",103000
"731",731,120,"3",39,5389,"1","0","0","3","0","4","0","21","2","2","4","2",8,5,1995,1996,"1","1","5","5","2",0,"2","4","2","3","4","4","3",1180,"6",0,415,1595,"1","0","1","4",1616,0,0,1616,1,0,2,0,2,1,"2",5,"6",1,"5","1",1995,"2",2,608,"5","5","2",237,152,0,0,0,0,"0","0","0",0,3,2010,"8","4",236500
"732",732,80,"3",73,9590,"1","0","0","3","0","0","0","23","2","2","0","7",7,5,2003,2003,"1","1","12","13","1",442,"2","4","2","1","4","0","3",786,"6",0,82,868,"1","0","1","4",1146,0,0,1146,1,0,2,0,3,1,"2",6,"6",1,"3","1",2003,"1",2,438,"5","5","2",160,22,0,0,0,0,"0","0","0",0,5,2007,"8","4",187500
"733",733,60,"3",75,11404,"1","0","0","3","0","4","0","5","2","2","0","5",7,5,1998,1999,"1","1","12","13","1",202,"2","4","2","3","4","0","0",252,"6",0,901,1153,"1","0","1","4",1153,878,0,2031,0,0,2,1,3,1,"2",8,"6",1,"5","1",1998,"1",2,541,"5","5","2",192,84,0,0,0,0,"0","0","0",0,7,2008,"8","4",222500
"734",734,20,"3",80,10000,"1","0","3","3","0","0","0","18","1","2","0","2",5,6,1961,1983,"3","1","6","6","2",0,"3","4","1","4","4","4","1",594,"6",0,270,864,"1","0","1","4",1144,0,0,1144,1,0,1,0,3,1,"3",6,"6",1,"5","1",1961,"2",1,264,"5","5","2",165,0,0,0,0,0,"0","2","3",400,3,2009,"8","4",131400
"736",736,75,"4",60,10800,"1","0","3","3","0","4","0","17","2","2","0","4",7,7,1914,1970,"1","1","13","14","2",0,"3","4","0","3","4","3","5",390,"6",0,490,880,"2","1","0","4",880,888,0,1768,0,0,1,1,2,1,"3",6,"6",2,"5","5",1914,"3",2,320,"5","5","0",0,341,0,0,0,0,"0","0","0",0,10,2006,"8","4",163000
"737",737,90,"3",60,8544,"1","0","3","3","0","4","0","12","2","2","2","2",3,4,1950,1950,"1","1","11","11","2",0,"3","4","1","0","0","1","2",0,"2",0,0,0,"1","2","0","1",1040,0,0,1040,0,0,2,0,2,2,"3",6,"6",0,"0","5",1949,"3",2,400,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2006,"8","4",93500
"738",738,60,"3",72,10463,"1","0","0","1","0","1","0","8","2","2","0","5",8,5,2005,2005,"1","1","12","13","2",0,"2","4","2","3","4","4","6",0,"6",0,893,893,"1","0","1","4",901,900,0,1801,0,0,2,1,3,1,"2",8,"6",1,"3","1",2005,"1",3,800,"5","5","2",0,116,0,0,0,0,"0","0","0",0,6,2006,"8","4",239900
"740",740,60,"3",65,9313,"1","0","0","3","0","4","0","5","2","2","0","5",7,5,2004,2004,"1","1","12","13","2",0,"2","4","2","3","4","4","6",0,"6",0,864,864,"1","0","1","4",864,864,0,1728,0,0,2,1,3,1,"2",7,"6",0,"0","1",2004,"2",2,572,"5","5","2",187,56,0,0,0,0,"0","0","0",0,4,2009,"8","4",190000
"741",741,70,"4",60,9600,"1","1","3","3","0","4","0","17","2","2","0","5",5,7,1910,2002,"1","1","13","15","2",0,"3","2","0","2","1","4","6",0,"6",0,264,264,"1","0","1","4",768,664,0,1432,0,0,2,0,2,1,"3",7,"6",0,"0","5",1910,"3",2,360,"5","3","2",270,0,112,0,0,0,"0","1","0",0,5,2007,"8","0",132000
"742",742,20,"3",65,6768,"1","0","0","3","0","4","0","18","1","2","0","2",6,8,1961,1996,"3","1","6","6","2",0,"3","2","1","4","4","3","3",832,"6",0,80,912,"1","2","1","4",912,0,0,912,1,1,1,0,3,1,"2",5,"6",0,"0","5",1962,"3",1,288,"5","5","2",168,0,0,0,0,0,"0","1","0",0,5,2008,"8","4",142000
"743",743,20,"3",65,8450,"1","0","3","3","0","4","0","19","2","2","0","2",7,5,2000,2001,"1","1","12","13","1",108,"3","4","2","3","4","4","6",0,"6",0,1349,1349,"1","0","1","4",1349,0,0,1349,0,0,2,0,3,1,"3",6,"6",0,"0","1",2000,"3",2,539,"5","5","2",120,55,0,0,0,0,"0","1","0",0,12,2007,"8","4",179000
"744",744,80,"3",70,12886,"1","0","0","3","0","4","0","18","2","2","0","7",5,6,1963,1999,"1","1","6","6","2",0,"3","4","1","3","4","0","0",444,"6",0,76,520,"1","0","1","4",1464,0,0,1464,0,1,2,0,3,1,"3",6,"3",1,"5","1",1997,"2",2,480,"5","5","2",302,0,0,0,100,0,"0","0","0",0,10,2009,"8","4",175000
"745",745,120,"3",41,5395,"1","0","0","1","0","4","0","21","2","2","4","2",8,5,1993,1993,"1","1","6","6","2",0,"2","4","2","3","4","4","3",733,"6",0,604,1337,"1","2","1","4",1337,0,0,1337,1,0,2,0,2,1,"2",5,"6",1,"5","1",1993,"2",2,462,"5","5","2",96,0,70,168,0,0,"0","0","0",0,10,2008,"8","4",180000
"748",748,70,"4",65,11700,"1","2","0","3","0","0","0","17","2","2","0","5",7,7,1880,2003,"4","1","11","12","2",0,"2","4","4","4","1","4","6",0,"6",0,1240,1240,"2","4","0","4",1320,1320,0,2640,0,0,1,1,4,1,"2",8,"6",1,"3","5",1950,"3",4,864,"5","5","0",181,0,386,0,0,0,"0","0","0",0,5,2009,"8","4",265979
"749",749,20,"3",59,10593,"1","0","0","3","0","4","0","13","2","2","0","2",7,5,1996,1996,"3","1","12","13","1",338,"2","4","2","3","4","4","3",919,"6",0,801,1720,"1","0","1","4",1720,0,0,1720,1,0,2,0,3,1,"2",7,"6",1,"5","1",1996,"1",2,527,"5","5","2",240,56,154,0,0,0,"0","0","0",0,3,2010,"8","4",260400
"750",750,50,"3",50,8405,"1","0","3","3","0","4","0","7","2","2","0","0",4,3,1945,1950,"1","1","14","15","2",0,"3","4","3","0","0","1","2",0,"2",0,0,0,"5","4","0","1",1088,441,0,1529,0,0,2,0,4,1,"3",9,"4",0,"0","5",1945,"3",1,240,"5","5","0",92,0,185,0,0,0,"0","0","0",0,4,2009,"8","4",98000
"753",753,20,"3",79,9236,"1","0","0","3","0","4","0","5","2","2","0","2",6,5,1997,1997,"1","1","12","13","2",0,"3","2","2","3","4","2","3",1200,"6",0,279,1479,"1","0","1","4",1494,0,0,1494,1,0,2,0,3,1,"2",6,"6",0,"0","1",1997,"2",2,576,"5","5","2",168,27,0,0,0,0,"0","0","0",0,7,2006,"8","4",217000
"754",754,60,"3",80,10240,"1","0","3","3","0","4","0","15","2","2","0","5",8,5,2005,2005,"1","1","12","13","1",178,"2","4","2","3","4","3","6",0,"6",0,1030,1030,"1","2","1","4",1038,1060,0,2098,0,0,2,1,3,1,"0",8,"6",1,"3","1",2005,"2",3,878,"5","5","2",192,52,0,0,0,0,"0","0","0",0,3,2006,"8","4",275500
"755",755,20,"3",61,7930,"1","0","3","3","0","4","0","12","2","2","0","2",6,8,1969,2005,"1","1","9","10","2",0,"3","4","1","4","4","4","3",439,"4",472,115,1026,"1","2","1","4",1026,0,0,1026,1,0,1,0,3,1,"2",5,"6",0,"0","5",1969,"2",2,440,"5","5","2",171,48,0,0,0,0,"0","0","0",0,7,2009,"8","4",156000
"756",756,160,"1",34,3230,"1","2","3","3","0","4","0","20","2","2","4","5",6,5,1999,1999,"1","1","8","8","1",894,"3","4","2","3","4","4","3",381,"6",0,348,729,"1","2","1","4",742,729,0,1471,0,0,2,1,3,1,"3",6,"6",0,"0","5",1999,"3",2,440,"5","5","2",0,24,0,0,0,0,"0","0","0",0,3,2009,"8","4",172500
"757",757,60,"3",68,10769,"1","0","0","3","0","4","0","5","2","2","0","5",8,5,2007,2007,"1","1","12","13","2",0,"2","4","2","3","4","0","3",20,"6",0,846,866,"1","0","1","4",866,902,0,1768,0,0,2,1,3,1,"2",7,"6",0,"0","1",2007,"2",2,578,"5","5","2",144,105,0,0,0,0,"0","0","0",0,4,2009,"8","4",212000
"759",759,160,"1",24,2280,"1","2","3","3","0","4","0","20","2","2","3","5",7,5,1999,1999,"1","1","8","8","1",360,"3","4","2","3","4","4","0",549,"6",0,195,744,"1","2","1","4",757,744,0,1501,0,0,2,1,3,1,"3",6,"6",0,"0","5",1999,"3",2,440,"5","5","2",0,0,0,0,0,0,"0","0","0",0,8,2008,"8","4",179400
"760",760,60,"3",65,12257,"1","0","0","3","0","4","0","13","2","2","0","5",8,5,1995,1995,"1","1","12","13","1",513,"2","4","2","3","4","0","4",56,"0",64,1198,1318,"1","0","1","4",1328,1203,0,2531,0,0,2,1,4,1,"2",9,"6",1,"5","1",1995,"2",3,752,"5","5","2",222,98,0,0,0,0,"0","0","0",0,11,2007,"8","4",290000
"761",761,20,"3",70,9100,"1","0","3","3","0","4","0","12","2","2","0","2",6,6,1959,1959,"3","1","13","14","2",0,"3","4","1","4","4","4","5",612,"6",0,252,864,"1","0","1","4",864,0,0,864,0,0,1,0,2,1,"3",5,"6",0,"0","5",2008,"3",1,300,"1","1","2",0,0,0,0,0,0,"0","0","3",450,10,2009,"8","4",127500
"762",762,30,"4",60,6911,"1","0","3","3","0","2","0","3","1","2","0","2",5,5,1924,1950,"1","1","13","14","2",0,"3","4","2","4","4","3","4",405,"6",0,740,1145,"1","4","1","4",1301,0,0,1301,0,0,1,0,2,1,"1",5,"2",0,"0","5",1965,"3",2,440,"5","5","2",0,0,0,0,0,0,"0","0","0",0,10,2009,"8","4",100000
"763",763,60,"1",72,8640,"1","0","3","3","0","4","0","20","2","2","0","5",7,5,2009,2009,"1","1","12","13","2",0,"3","4","2","3","4","3","3",24,"6",0,732,756,"1","0","1","4",764,783,0,1547,0,0,2,1,3,1,"2",7,"6",0,"0","1",2009,"3",2,614,"5","5","2",169,45,0,0,0,0,"0","0","0",0,6,2010,"1","4",215200
"764",764,60,"3",82,9430,"1","0","3","3","0","4","0","13","2","2","0","5",8,5,1999,1999,"1","1","12","13","1",673,"2","4","2","3","4","3","3",1163,"6",0,89,1252,"1","0","1","4",1268,1097,0,2365,1,0,2,1,3,1,"2",8,"6",1,"3","1",1999,"2",3,856,"5","5","2",0,128,0,0,180,0,"0","0","0",0,7,2009,"8","4",337000
"765",765,120,"3",30,9549,"1","0","0","3","0","1","0","24","2","2","4","2",8,5,1995,1996,"3","1","3","3","2",0,"2","2","2","3","2","0","4",437,"3",1057,0,1494,"1","0","1","4",1494,0,0,1494,1,0,1,1,2,1,"0",6,"6",1,"3","1",1995,"1",2,481,"5","5","2",0,30,0,0,216,0,"0","0","0",0,4,2006,"8","4",270000
"766",766,20,"3",75,14587,"1","0","0","3","0","4","0","20","2","2","0","2",9,5,2008,2008,"1","1","12","13","3",284,"2","4","2","3","4","4","6",0,"6",0,1498,1498,"1","0","1","4",1506,0,0,1506,0,0,2,0,2,1,"0",6,"6",1,"3","1",2008,"1",2,592,"5","5","2",0,174,0,0,0,0,"0","0","0",0,8,2008,"6","5",264132
"767",767,60,"3",80,10421,"1","0","3","3","0","4","0","16","2","2","0","5",7,5,1988,1988,"1","1","6","6","1",42,"3","4","1","3","4","4","3",394,"6",0,586,980,"1","4","1","4",980,734,0,1714,0,0,2,1,3,1,"3",7,"6",1,"5","1",1988,"3",2,496,"5","5","2",228,66,156,0,0,0,"0","3","3",500,3,2010,"8","4",196500
"768",768,50,"3",75,12508,"1","0","0","3","0","4","0","11","2","2","0","0",6,7,1940,1985,"1","1","12","13","2",0,"3","4","1","3","4","3","0",660,"6",0,323,983,"1","0","1","4",983,767,0,1750,1,0,2,0,4,1,"3",7,"4",0,"0","1",1989,"3",1,423,"5","5","2",245,0,156,0,0,0,"0","0","3",1300,7,2008,"8","4",160000
"769",769,20,"3",70,9100,"1","0","3","3","0","4","0","5","2","2","0","2",7,5,2004,2005,"3","1","12","13","2",0,"2","4","2","3","4","4","3",24,"6",0,1836,1860,"1","0","1","4",1836,0,0,1836,0,0,2,0,3,1,"2",8,"6",1,"3","1",2004,"1",2,484,"5","5","2",120,33,0,0,0,0,"0","0","0",0,10,2006,"8","4",216837
"770",770,60,"3",47,53504,"1","0","1","1","0","1","1","21","2","2","0","5",8,5,2003,2003,"3","1","5","15","1",603,"0","4","2","3","4","2","0",1416,"6",0,234,1650,"1","0","1","4",1690,1589,0,3279,1,0,3,1,4,1,"0",12,"4",1,"3","3",2003,"1",3,841,"5","5","2",503,36,0,0,210,0,"0","0","0",0,6,2010,"8","4",538000
"772",772,20,"3",67,8877,"1","0","3","3","0","4","0","7","2","2","0","2",4,5,1951,1951,"1","1","13","14","2",0,"3","4","1","2","1","4","4",836,"6",0,0,836,"1","4","1","1",1220,0,0,1220,0,0,1,0,2,1,"3",6,"6",0,"0","5",1951,"3",2,396,"5","5","2",0,0,0,0,0,0,"0","0","0",0,4,2006,"0","4",102000
"773",773,80,"3",94,7819,"1","0","3","3","0","4","0","7","2","2","0","7",6,5,1976,1976,"1","1","9","10","2",0,"3","4","1","4","4","0","0",422,"1",127,480,1029,"1","4","1","4",1117,0,0,1117,1,0,1,0,3,1,"3",6,"6",1,"5","5",1976,"3",2,672,"5","5","2",144,0,0,0,0,0,"0","3","0",0,3,2010,"8","0",107000
"774",774,20,"3",70,10150,"1","0","3","3","0","4","0","12","1","2","0","2",5,5,1958,1958,"1","1","13","14","2",1,"3","4","1","4","4","4","5",456,"6",0,456,912,"1","0","1","0",912,0,0,912,0,0,1,0,2,1,"3",5,"6",0,"0","1",1958,"2",1,275,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2007,"0","4",114500
"775",775,20,"3",110,14226,"1","0","3","3","0","0","0","15","2","2","0","2",8,5,2006,2006,"3","1","12","13","1",375,"2","4","2","3","4","0","6",0,"6",0,1935,1935,"1","2","1","4",1973,0,0,1973,0,0,2,0,3,1,"2",9,"6",1,"3","1",2006,"1",3,895,"5","5","2",315,45,0,0,0,0,"0","0","0",0,7,2007,"6","5",395000
"776",776,120,"4",32,4500,"1","0","3","3","0","2","0","11","2","2","4","2",6,5,1998,1998,"3","1","12","13","1",320,"3","4","2","1","4","4","3",866,"6",0,338,1204,"1","0","1","4",1204,0,0,1204,1,0,2,0,2,1,"3",5,"6",0,"0","1",1998,"1",2,412,"5","5","2",0,247,0,0,0,0,"0","0","0",0,6,2009,"8","4",162000
"777",777,20,"3",86,11210,"1","0","0","3","0","4","0","5","2","2","0","2",7,5,2005,2006,"1","1","12","13","1",240,"2","4","2","3","4","0","3",20,"6",0,1594,1614,"1","0","1","4",1614,0,0,1614,0,0,2,0,3,1,"2",7,"6",0,"0","1",2005,"2",3,865,"5","5","2",144,59,0,0,0,0,"0","0","0",0,7,2006,"6","5",221500
"778",778,20,"3",100,13350,"1","0","0","3","0","4","0","18","2","2","0","2",5,5,1974,1974,"3","1","6","10","2",0,"3","4","1","4","4","4","0",762,"6",0,102,864,"1","4","1","4",894,0,0,894,1,0,1,0,3,1,"3",5,"6",1,"2","1",1974,"3",2,440,"5","5","2",241,0,0,0,0,0,"0","3","0",0,6,2006,"8","4",142500
"779",779,90,"2",60,8400,"1","0","3","3","0","4","0","19","1","2","2","2",5,5,1977,1977,"1","1","9","10","1",320,"3","4","3","0","0","1","2",0,"2",0,0,0,"1","4","1","4",2020,0,0,2020,0,0,2,0,4,2,"3",10,"6",2,"5","5",1977,"3",2,630,"5","5","2",0,0,0,0,0,0,"0","0","0",0,10,2007,"8","4",144000
"780",780,90,"3",78,10530,"1","0","3","3","0","4","0","11","2","2","2","6",6,5,1977,1977,"1","1","9","7","1",90,"3","4","1","3","4","2","3",975,"6",0,0,975,"1","4","1","4",1004,0,0,1004,1,0,1,0,2,1,"3",4,"6",0,"0","1",1977,"3",2,504,"5","5","2",0,0,0,0,0,0,"0","0","0",0,5,2006,"8","4",135000
"781",781,20,"3",63,7875,"1","0","3","3","0","4","0","8","2","2","0","2",7,5,1995,1996,"1","1","6","6","1",38,"3","4","2","3","2","4","6",0,"6",0,1237,1237,"1","2","1","4",1253,0,0,1253,0,0,2,0,3,1,"3",6,"6",1,"5","1",1995,"1",2,402,"5","5","2",220,21,0,0,0,0,"0","0","0",0,6,2007,"8","4",176000
"782",782,60,"3",65,7153,"1","0","3","3","0","4","0","19","2","2","0","5",6,5,1992,1992,"1","1","12","13","2",0,"2","2","2","3","4","4","0",387,"6",0,374,761,"1","0","1","4",810,793,0,1603,0,0,2,1,3,1,"2",7,"6",0,"0","1",1992,"2",2,484,"5","5","2",0,124,0,0,0,0,"0","0","0",0,7,2006,"8","4",175900
"783",783,20,"3",67,16285,"1","0","1","3","0","4","0","5","2","2","0","2",7,5,2001,2002,"1","1","12","13","2",0,"2","4","2","3","4","4","6",0,"6",0,1413,1413,"1","0","1","4",1430,0,0,1430,0,0,2,0,3,1,"2",6,"6",0,"0","1",2001,"2",2,605,"5","5","2",0,33,0,0,0,0,"0","0","0",0,6,2009,"8","4",187100
"787",787,50,"4",60,10800,"1","0","3","3","0","4","0","17","0","2","0","0",5,6,1915,1950,"1","1","8","8","2",0,"3","2","2","2","4","4","4",686,"6",0,0,686,"1","4","1","4",966,686,0,1652,1,0,2,0,4,1,"3",7,"6",0,"0","5",1961,"3",1,416,"5","5","2",0,0,196,0,0,0,"0","0","3",1200,6,2010,"8","4",139000
"788",788,60,"3",76,10142,"1","0","0","3","0","4","0","19","2","2","0","5",7,5,2004,2004,"1","1","12","13","2",0,"2","4","2","3","4","4","3",656,"6",0,300,956,"1","0","1","4",956,1128,0,2084,1,0,2,1,4,1,"2",8,"6",0,"0","3",2004,"2",2,618,"5","5","2",0,45,0,0,0,0,"0","0","0",0,1,2010,"8","4",233000
"789",789,20,"4",50,6000,"1","0","3","3","0","0","0","17","2","2","0","2",4,7,1954,2000,"1","1","8","8","2",0,"3","4","1","4","4","4","6",0,"6",0,901,901,"1","0","1","4",901,0,0,901,0,0,1,0,2,1,"3",4,"6",0,"0","5",1954,"3",1,281,"2","5","2",0,0,0,0,0,0,"0","0","0",0,8,2008,"8","4",107900
"791",791,120,"3",43,3182,"1","0","3","3","0","4","0","0","2","2","4","2",7,5,2005,2006,"1","1","12","13","1",11,"2","4","2","3","4","4","3",16,"6",0,1129,1145,"1","0","1","4",1145,0,0,1145,0,0,2,0,2,1,"2",5,"6",1,"3","1",2005,"1",2,397,"5","5","2",100,16,0,0,0,0,"0","0","0",0,9,2009,"8","4",160200
"793",793,60,"3",92,9920,"1","0","0","3","0","1","0","13","2","2","0","5",7,5,1996,1997,"1","1","8","8","2",0,"2","4","2","3","4","0","3",862,"6",0,255,1117,"1","0","1","4",1127,886,0,2013,1,0,2,1,3,1,"3",8,"6",1,"5","1",1997,"3",2,455,"5","5","2",180,130,0,0,0,0,"0","0","0",0,6,2007,"8","4",269790
"794",794,20,"3",76,9158,"1","0","3","3","0","4","0","20","2","2","0","2",8,5,2007,2007,"1","1","5","5","3",140,"2","4","2","3","4","0","6",0,"6",0,1496,1496,"1","0","1","4",1496,0,0,1496,0,0,2,0,3,1,"2",7,"6",0,"0","1",2007,"1",2,474,"5","5","2",168,130,0,0,0,0,"0","0","0",0,6,2007,"6","5",225000
"796",796,60,"3",70,8400,"1","0","3","3","0","4","0","19","2","2","0","5",6,6,1980,1981,"1","1","6","6","1",130,"3","4","1","3","4","4","6",0,"6",0,650,650,"1","4","1","4",888,676,0,1564,0,0,2,1,3,1,"3",7,"6",1,"5","1",1980,"3",2,476,"5","5","2",0,50,0,0,204,0,"0","3","0",0,4,2010,"8","4",171000
"797",797,20,"3",71,8197,"1","0","3","3","0","4","0","18","2","2","0","2",6,5,1977,1977,"1","1","9","10","1",148,"3","4","1","4","4","4","6",0,"6",0,660,660,"1","0","1","4",1285,0,0,1285,0,0,1,1,3,1,"3",7,"6",1,"5","1",1977,"2",2,528,"5","5","2",138,0,0,0,0,0,"0","3","0",0,4,2007,"8","4",143500
"798",798,20,"3",57,7677,"1","0","3","3","0","4","0","12","2","2","0","2",5,5,1953,1953,"1","1","12","13","2",0,"3","4","1","4","4","4","1",570,"6",0,203,773,"1","2","1","4",773,0,0,773,0,0,1,0,2,1,"3",4,"6",0,"0","1",1953,"3",1,240,"5","5","2",0,0,0,0,0,0,"0","0","0",0,4,2008,"8","0",110000
"799",799,60,"3",104,13518,"1","0","3","3","0","4","0","15","2","2","0","5",9,5,2008,2009,"3","1","12","13","3",860,"0","4","2","1","4","4","6",0,"6",0,1926,1926,"1","0","1","4",1966,1174,0,3140,0,0,3,1,4,1,"0",11,"6",2,"3","3",2009,"1",3,820,"5","5","2",144,78,0,0,0,0,"0","0","0",0,7,2009,"6","5",485000
"800",800,50,"3",60,7200,"1","0","3","3","0","0","0","22","1","2","0","0",5,7,1937,1950,"1","1","13","14","1",252,"3","4","0","3","4","4","0",569,"6",0,162,731,"1","0","1","4",981,787,0,1768,1,0,1,1,3,1,"2",7,"6",2,"5","5",1939,"3",1,240,"5","5","2",0,0,264,0,0,0,"0","3","0",0,6,2007,"8","4",175000
"801",801,60,"3",79,12798,"1","0","0","1","0","4","1","4","1","2","0","5",6,5,1997,1997,"1","1","12","13","2",0,"3","4","2","3","4","2","3",462,"6",0,154,616,"1","2","1","4",616,1072,0,1688,1,0,2,1,4,1,"2",8,"6",0,"0","1",1997,"2",2,603,"5","5","2",403,114,185,0,0,0,"0","0","3",400,5,2008,"8","4",200000
"802",802,30,"4",40,4800,"1","0","3","3","0","4","0","9","2","2","0","2",4,7,1916,1990,"1","1","8","8","2",0,"3","4","1","4","4","4","4",197,"6",0,999,1196,"1","0","1","0",1196,0,0,1196,1,0,1,0,2,1,"3",5,"6",0,"0","5",1957,"3",2,440,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2007,"8","4",109900
"803",803,60,"3",63,8199,"1","0","3","3","0","4","0","5","2","2","0","5",7,5,2005,2005,"1","1","14","15","2",0,"2","4","2","3","4","0","3",648,"6",0,80,728,"1","0","1","4",728,728,0,1456,1,0,2,1,3,1,"2",7,"6",1,"3","1",2005,"1",2,410,"5","5","2",36,18,0,0,0,0,"0","0","0",0,10,2008,"8","4",189000
"804",804,60,"3",107,13891,"1","0","3","3","0","4","0","15","2","2","0","5",9,5,2008,2009,"3","1","12","13","3",424,"0","4","2","1","4","2","6",0,"6",0,1734,1734,"1","0","1","4",1734,1088,0,2822,0,0,3,1,4,1,"0",12,"6",1,"3","3",2009,"2",3,1020,"5","5","2",52,170,0,0,192,0,"0","0","0",0,1,2009,"6","5",582933
"805",805,20,"3",75,9000,"1","0","3","3","0","4","0","12","2","2","0","2",5,5,1954,1954,"1","1","13","14","2",0,"3","4","1","4","4","4","4",812,"6",0,124,936,"1","4","1","4",1128,0,0,1128,0,0,1,0,2,1,"3",5,"2",0,"0","1",1954,"3",1,286,"5","5","2",0,0,0,0,0,0,"0","2","0",0,6,2006,"8","3",118000
"806",806,20,"3",91,12274,"1","0","0","3","0","2","0","20","2","2","0","2",7,5,2008,2008,"1","1","12","13","3",256,"2","4","2","3","4","4","6",0,"6",0,1417,1417,"1","0","1","4",1428,0,0,1428,0,0,2,0,3,1,"0",6,"6",0,"0","1",2008,"2",2,554,"5","5","2",0,60,0,0,0,0,"0","0","0",0,7,2008,"6","5",227680
